#x y
4.12291 3.95515
4.06168 3.9956
4.00045 4.03605
3.93922 4.0765
3.87799 4.11695
3.81676 4.15739
3.75553 4.19784
3.6943 4.23829
3.63307 4.27874
3.57184 4.31919
3.51062 4.35964
3.44939 4.40008
3.38816 4.44053
3.32693 4.48098
3.2657 4.52143
3.20447 4.56188
3.14324 4.60233
3.08201 4.64278
3.02078 4.68322
2.95955 4.72367
2.89832 4.76412
2.8371 4.80457
2.77587 4.84502
2.71464 4.88547
2.65341 4.92592
2.59218 4.96636
2.53095 5.00681
2.46972 5.04726
2.40849 5.08771
2.34726 5.12816
2.28603 5.16861
2.22481 5.20905
2.16358 5.2495
2.10235 5.28995
2.04112 5.3304
1.97989 5.37085
1.91866 5.4113
1.85743 5.45175
1.7962 5.49219
1.73497 5.53264
1.67374 5.57309
1.61251 5.61354
1.55129 5.65399
1.49006 5.69444
1.42883 5.73488
1.3676 5.77533
1.30637 5.81578
1.24514 5.85623
1.18391 5.89668
1.12268 5.93713
1.06145 5.97758
1.00022 6.01802
0.938995 6.05847
0.877766 6.09892
0.816537 6.13937
0.755308 6.17982
0.694079 6.22027
0.63285 6.26072
0.57162 6.30116
0.510391 6.34161
0.449162 6.38206
0.387933 6.42251
0.326704 6.46296
0.265475 6.50341
0.204246 6.54385
0.143017 6.5843
0.081788 6.62475
0.020559 6.6652
-0.0406701 6.70565
-0.101899 6.7461
-0.163128 6.78655
-0.224357 6.82699
-0.285586 6.86744
-0.346815 6.90789
-0.408044 6.94834
-0.469274 6.98879
-0.530503 7.02924
-0.591732 7.06968
-0.652961 7.11013
-0.71419 7.15058
-0.775419 7.19103
-0.836648 7.23148
-0.897877 7.27193
-0.959106 7.31238
-1.02034 7.35282
-1.08156 7.39327
-1.14279 7.43372
-1.20402 7.47417
-1.26525 7.51462
-1.32648 7.55507
-1.38771 7.59552
-1.44894 7.63596
-1.51017 7.67641
-1.5714 7.71686
-1.63263 7.75731
-1.69385 7.79776
-1.75508 7.83821
-1.81631 7.87865
-1.87754 7.9191
-1.93877 7.95955
